,headline,entity,majority_label
40,North Korea enhanced nuke program despite Trump overtures: report,Trump,neg
41,"New Hampshire primary voting kicks off, with Sanders and Buttigieg locked in fierce battle",Buttigieg,neutr
42,"Former Buttigieg campaign manager: He is looking for practical, pragmatic solutions to issues",Buttigieg,pos
43,Dean Black: Republican Party is apparently the only party of law and order,Republican Party,pos
44,"Gabbard: Voters need to know their votes will be counted, voices heard",Gabbard,neutr
45,How could Bloomberg shake up the 2020 race?,Bloomberg,neutr
46,Washington looks on in disbelief as Biden unravels,Biden,neg
47,Mark Steyn: It's been downhill since the day Biden announced he was running,Biden,neg
48,Trump reads lyrics for Al Wilson's 'The Snake' while addressing illegal immigration,Trump,neutr
49,Sanders holds lead as Klobuchar surges ahead of New Hampshire primary,Sanders,pos
50,"Biden predicts New Hampshire defeat, looks ahead to South Carolina",Biden,neg
51,Biden fights to save presidential bid in New Hampshire,Biden,neutr
52,Former New Hampshire governor on 2020 Democrats,Democrats,neutr
53,Sen. Scott: There's a lot of energy for Trump in New Hampshire,Trump,pos
54,Trump budget touches off new battle over spending cuts,Trump,neutr
55,Howard Kurtz on divergent media strategies of Pete Buttigieg and Joe Biden,Buttigieg,neutr
56,Sanders overtakes Biden in national poll for first time,Sanders,pos
57,California bill would ban stays at Trump hotels for state employees,Trump,neg
58,"GOP operative says Democratic frontrunners Sanders, Buttigieg is 'dream scenario' for President Trump",Buttigieg,neutr
59,Does Joe Biden's presidential campaign face a make-or-break test in New Hampshire?,Biden,neutr
60,Never-Trumpers in New Hampshire weigh protest primary vote,Trump,neg
61,Rep. Max Rose warns Democratic Party establishment not to ignore 2018's recipe for success,Democratic Party,neutr
62,"Brit Hume on bounces for Amy Klobuchar and Pete Buttigieg, slides for Joe Biden and Elizabeth Warren",Buttigieg,pos
63,"Sanders in lead, Buttigieg slipping, Klobuchar surging in New Hampshire poll on primary eve",Buttigieg,neutr
64,Pete Buttigieg praised Bernie Sanders in prize-winning high school essay,Sanders,pos
65,Pete Buttigieg crisscrosses New Hampshire delivering closing argument ahead of first in the nation primary,Buttigieg,neutr
66,Byron York on more bad news for Joe Biden,Biden,neg
67,James Carville says Democrats cannot nominate Bernie Sanders,Sanders,neg
68,Where does Tom Steyer stand on the issues?,Steyer,neutr
69,"Eric Trump says New York City is more dangerous under Mayor Bill de Blasio, praises the president's great week",Trump,neutr
70,"Biden fights for survival in New Hampshire, as electability argument put to test",Biden,neg
71,"Rep. Devin Nunes warns Democrats may be concocting new Trump hoax, says Vindman's NSC ouster is long overdue",Democrats,neg
72,"College student reacts to Joe Biden calling her a 'lying, dog-faced pony soldier'",Biden,neg
73,"Kellyanne Conway previews Trump's New Hampshire rally, rejects complaints over dismissals of Vindman, Sondland",Trump,neutr
74,Self-made billionaire weighs in on Bernie Sanders' proposed wealth-tax,Sanders,neutr
75,Reporter's Notebook: Trump's impeachment trial and the power of prayer,Trump,neutr
76,"Manchin hits back after Trump calls him 'weak,' 'corrupt' over impeachment vote",Trump,neutr
77,"Trump budget would cut $4.4T in spending, boosting defense while slashing safety nets, foreign aid",Trump,neutr
78,Buttigieg holds largest Dem rally in New Hampshire this election season,Buttigieg,neutr
79,Latest New Hampshire polls show Bernie Sanders leading Pete Buttigieg,Sanders,pos
80,Joe Biden looks to rebound in New Hampshire after finishing fourth in Iowa caucuses,Biden,pos
81,"Biden admits Buttigieg, Sanders were 'better organized' in Iowa, his campaign took 'gut punch'",Biden,neg
82,President Trump preparing to release $4.8 trillion budget proposal,Trump,pos
83,Biden claims to be ahead in support with African American community,Biden,pos
84,Sen. Scott: Trump’s approval with African Americans has been over 30 percent,Trump,pos
85,Giuliani: Trump should 100 percent investigate Biden after Senate acquittal,Biden,neg
86,Bloomberg uses Romney’s impeachment vote speech to bash Trump in new ad,Trump,neg
87,Media split on Trump acquittal,Trump,neutr
88,Did impeachment help Trump?,Trump,neutr
89,"With primary two days out, Sanders leads followed by Buttigieg in latest polls in NH",Buttigieg,pos
90,Sanders: 'Common sense suggests' Buttigieg would be compromised by wealthy donors,Buttigieg,neg
91,"Mayor Pete Buttigieg on Iowa caucuses result, attacks from 2020 rivals, expectations for New Hampshire",Buttigieg,neutr
92,"Buttigieg, Sanders supporters trade jeers -- and cheers -- 3 days before New Hampshire primary",Sanders,neutr
93,"Sen. Lindsey Graham on President Trump's acquittal in Senate impeachment trial, Mitt Romney's guilty vote",Trump,neutr
94,Kellyanne Conway reacts to President Trump's acquittal at Senate impeachment trial,Trump,neutr
95,"Rudy Giuliani on Trump's big week, investigating Hunter Biden",Trump,neutr
96,Biden zings Buttigieg: 'This guy's not a Barack Obama',Biden,neutr
97,Buttigieg Rising: How ex-mayor aims to go 2-for-2 in New Hampshire and upend the 2020 race,Buttigieg,pos
98,"Trump slams 'very insubordinate' Vindman, day after ouster from White House",Trump,neutr
99,President Trump to release his fiscal 2021 budget,Trump,neutr
100,"Gov. Chris Sununu talks New Hampshire primary, Trump's 'blue-collar boom'",Trump,pos
101,Rep. Andy Biggs on calls from Democrats to continue investigating President Trump,Democrats,neutr
102,Michael Bloomberg paying social media influencers to make him look cool,Bloomberg,neg
103,Sanders with edge in two new polls in NH Buttigieg edges Sanders in a third,Sanders,pos
104,2020 Democrats take the debate stage following messy Iowa caucuses,Democrats,neg
105,Warren appears to target Buttigieg as she slams people who 'suck up to billionaires',Buttigieg,neg
106,Biden: ‘The politics of the past were not all that bad’,Biden,neutr
107,Yang tells Dem rivals: 'Donald Trump is the not the cause of all of our problems',Trump,neutr
108,Buttigieg reportedly adds audience applause to town hall clip,Buttigieg,neg
109,Joe Biden looks to rally in New Hampshire primary following disappointing Iowa caucus results,Biden,neg
110,Tlaib says she held Omar's hand during 'triggering' moments at Trump's State of the Union,Trump,neutr
111,Trump fires two major impeachment figures,Trump,neutr
112,Joe Biden retreats home before New Hampshire debate,Biden,neg
113,"Impeachment witness Vindman fired, escorted out of White House after Trump acquittal",Trump,neg
114,Democracy 2020 Digest: 'A lot on the line' for Biden in Friday night debate,Biden,neutr
115,"Iowa chaos, Bernie Sanders' surge deepens divisions in the Democratic Party",Sanders,pos
116,"Christopher Steele's firm hits back at Trump, stands by dossier",Trump,neg
117,House Democrats suggest plans to subpoena John Bolton,Democrats,neg
118,RNC chair says most Americans want the Bidens' ties to Ukraine investigated,Biden,neg
119,Buttigieg boom in New Hampshire looks real,Buttigieg,pos
120,"Warren appears to agree with supporter that AIPAC is an 'unholy alliance' of 'Islamophobes,' 'white nationalists'",Warren,neutr
121,Trump says ‘hoax’ impeachment should be expunged,Trump,neutr
122,President Trump says congressional Democrats have Trump derangement syndrome,Trump,neg
123,Ex-GOP Rep. Joe Walsh ends primary bid against Trump,Trump,neutr
124,Media 'triggered' by Trump's post-acquittal victory lap,Trump,neutr
125,Judge Jeanine sounds off on Democrats' ongoing hatred of Trump,Trump,neg
126,Will Republicans move to expunge Trump's impeachment if they win back the House?,Republicans,neutr
127,Trump and Pelosi clash in wake of impeachment acquittal,Trump,neutr
128,"Treasury complies with GOP Senate inquiry, hands over highly confidential info on Hunter Biden, report says",GOP,pos
129,Trump celebrates impeachment trial acquittal,Trump,pos
130,Rep. Nunes: President Trump needs to continue talking about how Democrats did him and his family dirty,Trump,neutr
131,Pete Buttigieg says Trump has 'very different take on faith' than he does after comments at prayer breakfast,Trump,neg
132,Sen. Mazie Hirono says Trump 'wasn't acquitted' because he had a 'rigged' impeachment trial,Trump,neg
133,"Trump blames James Comey, 'dirty cops' for leading a political witch hunt",Trump,neg
134,"Warren, in apology, cites America's 'long legacy' of 'racism and oppression' after women of color quit Nevada campaign",Warren,neutr
135,Congressional Democrats mull continuing investigations of President Trump,Trump,neg
136,President Trump celebrates after Senate impeachment trial acquittal,Trump,pos
137,"Sanders defiantly declares victory in disputed Iowa contest, amid caucus confusion",Sanders,pos
138,Sen. Scott addresses Mitt Romney's decision to convict Trump,Trump,neutr
139,Trump says first-of-its-kind Kenya trade deal 'probably' will happen,Trump,pos
140,Dem-controlled House votes to kill GOP resolution condemning Pelosi for ripping up Trump's speech,GOP,neutr
141,Here are the prisons that house convicted Trump associates,Trump,neg
142,Sen. Martha McSally on whether Senate will investigate Hunter Biden following Trump's impeachment acquittal,Biden,neutr
143,President Trump makes remarks following Senate impeachment acquittal,Trump,neutr
144,"Trump slams Romney during acquittal victory lap, says he's bitter over 2012 loss",Trump,neutr
145,"Sanders, Warren campaigns pay to offset almost 4,000 tons in carbon emissions: report",Warren,pos
146,Trump claims he wouldn't be 'standing here' if he hadn't fired 'sleazebag' Comey,Trump,neg
147,Trump condemns ‘evil’ impeachment after Senate acquittal: ‘It was a disgrace’,Trump,neutr
148,Biden's poor Iowa showing dramatically ups the stakes in New Hampshire,Biden,neg
149,John Yoo warns Democrats that renewing impeachment charges against President Trump would be a mistake,Democrats,neg
150,"Acquitted: Senate finds Trump not guilty of abuse of power, obstruction of Congress",Trump,pos
151,Stephanie Grisham says White House is prepared for Democrats to continue their efforts to hurt President Trump,Trump,neg
152,"Buttigieg soars, Biden slips, Sanders still on top in newest New Hampshire poll",Buttigieg,pos
153,Kurtz: Trump touts comeback Democrats hobbled by Iowa,Trump,neutr
154,Can Mitt Romney actually be expelled from the Republican Party?,Republican Party,neutr
155,"House impeachment managers say Trump, Senate permanently stained by trial",Trump,neg
156,Trump celebrates winning streak after acquittal,Trump,pos
157,"Trump supporters flood hotline for Iowa precinct chairs, adding to the confusion: report",Trump,neutr
158,"Sanders hauls in a whopping $25M in January using cash to expand staff, run ads in Super Tuesday states",Sanders,neutr
159,Warren says male candidates 'wrong' if they think they have a better chance of beating Trump,Warren,neutr
160,Buttigieg narrowly holds lead in Iowa caucuses with 97 percent of precincts reporting,Buttigieg,pos
161,Democratic candidates react to Trumps State of the Union speech ahead of primary,Trump,neutr
162,Republicans seek Hunter Biden travel records from Secret Service shortly after Trump acquittal,Biden,neg
163,"Trump jabs at Dems, Mitt Romney with 'Love Hurts,' 'Democrat secret asset' videos",Trump,neg
164,Biden criticizes Limbaugh's Medal of Freedom award: 'I don't think he understands the American code of decency and honor',Biden,neg
165,Pete Buttigieg leads in Iowa with 92 percent of precincts reporting,Buttigieg,pos
166,Is there a behind-the-scenes effort to to prevent Bernie Sanders from getting the Democratic nomination?,Sanders,neg
167,Pirro: This impeachment will be detrimental to the Democrats,Democrats,neg
168,GOP introduces resolution to condemn Pelosi for ripping up Trump’s State of the Union speech,Trump,neutr
169,Biden heads to South Carolina before New Hampshire polls close,Biden,neutr
170,Joe Biden takes aim at Pete Buttigieg after 'gut punch' in Iowa,Biden,neg
171,"Sen. Romney votes to convict Trump, breaking with Senate GOP",Trump,neg
172,"After impeachment, Trump, Pelosi, Romney and media keep the war going",Trump,neg
173,David Avella: Why Joe Biden leaving New Hampshire early was smart move,Biden,neutr
174,Buttigieg vies for top spot in New Hampshire,Buttigieg,pos
175,"Deval Patrick, Latecomer to the 2020 Race, Drops Out",Patrick,neutr
176,Trump Praises Attorney General for Intervening in Stone Case,Trump,neutr
177,"Sanders Won, Klobuchar Surged: What We Learned From New Hampshire",Sanders,pos
178,Sanders Is Victorious in New Hampshire Primary,Sanders,pos
179,"‘I Am Suspending My Campaign,’ Yang Says",Yang,neutr
180,Michael Bennet Drops Out of the 2020 Presidential Race,Bennet,neutr
181,Andrew Yang Drops Out of Presidential Race,Yang,neg
182,"Responding to Critics, Bloomberg Omits Role in Expanding Stop-and-Frisk",Bloomberg,neg
183,How the Founder of Black Voters Matter Thinks About Bloomberg,Bloomberg,neutr
184,Moderate Democrats Fear Bernie Sanders Could Cost Them the House,Sanders,neg
185,Democrats Got Endorsements From Lawmakers on Their Campaigns’ Payrolls,Democrats,pos
186,Amy Klobuchar Is Pressed on ‘The View’ Over Her Record as a Prosecutor,Klobuchar,neutr
187,"Elizabeth Warren, in New Memo, Outlines Her Path and Rivals’ Flaws",Warren,neutr
188,A Rare Trump-Era Climate Policy Hits an Obstacle: The Tax Man,Trump,neg
189,Bloomberg’s Blunt Defense of Stop-and-Frisk Policy Draws Scrutiny,Bloomberg,neg
190,Elizabeth Warren Is Running Her Race. The Real One May Be Passing Her By.,Warren,neg
191,"Trump Lashes Out at Manchin, and He Pushes Back",Trump,neg
192,"Biden Braces for a Rough New Hampshire Vote, Setting Expectations Low",Biden,neg
193,Amazon Looks to Question Trump in Pentagon Contracting Case,Trump,neutr
194,Andrew Yang’s Campaign Is Riding on New Hampshire,Yang,neutr
195,Mitt Romney Is a ‘Judas’ to Many Republicans. But Not in Utah.,Republicans,neutr
196,"Sanders and Buttigieg Clash, Aiming for a Two-Person Race",Sanders,neutr
197,"Justice Dept. Reviewing Information From Giuliani on the Bidens, Graham Says",Biden,neutr
198,Iowa Democrats Give Buttigieg the Most Delegates as Sanders Team Seeks Recanvass,Buttigieg,pos
199,Biden Slashes Into Buttigieg: ‘This Guy’s Not a Barack Obama!’,Buttigieg,neg
200,"Wobbly After Iowa, Biden Confronts a Perilous Moment",Biden,neg
201,Trump's 2020 Re-Election Challenges and Strategy to Win,Trump,neutr
202,Trump Reprises State of the Union Message in North Carolina,Trump,neutr
203,Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Buttigieg,neutr
204,"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Buttigieg,pos
205,How Pete Buttigieg Became the Surprise of the Iowa Caucuses,Buttigieg,pos
206,Mitch McConnell Wasn’t Always Loved by Republicans. He Is Now.,Republicans,unk
207,"Democratic Candidates Reject Trump’s Foreign Policy, but Don’t Agree on Theirs",Trump,neg
208,Andrew Yang - Foreign Policy,Yang,neutr
209,Michael Bloomberg - Foreign Policy,Bloomberg,neutr
210,Bernie Sanders - Foreign Policy,Sanders,neutr
211,Elizabeth Warren - Foreign Policy,Warren,neutr
212,Pete Buttigieg - Foreign Policy,Buttigieg,neutr
213,What It’s Like to Be the Face of Trump’s Super Bowl Ad,Trump,neutr
214,"Bloomberg Pursues Wealthy Donors, but Not Their Checkbooks",Bloomberg,neutr
215,Republicans in Senate Press On With Investigation Into Hunter Biden,Republicans,neutr
216,Violence Surges in Wake of Trump’s Mideast Plan,Trump,neg
217,"‘Urban Legend’ or Authentic Trump Autograph? Either Way, It Sells",Trump,pos
218,Trump’s Team Celebrates Acquittal at (Where Else?) His Washington Hotel,Trump,neutr
219,Impeachment Briefing: Trump Is Acquitted,Trump,pos
220,Trump Gives Venezuela’s Guaidó the Embrace He Wanted,Trump,pos
221,Full Transcript: Mitt Romney’s Speech Announcing Vote to Convict Trump,Trump,neutr
222,Trump Called for Paid Family Leave. Here’s Why Few Democrats Clapped.,Trump,neutr
223,Trump Acquitted of Two Impeachment Charges in Near Party-Line Vote,Trump,neutr
224,Romney Says He Will Vote to Convict Trump,Trump,neg
225,Trump Impeachment Results: How Democrats and Republicans Voted,Trump,neutr
226,"Romney, Defying the Party He Once Personified, Votes to Convict Trump",Trump,neg
227,What Went Wrong for Joe Biden in Iowa,Biden,neg
228,The Trump Fans Who Think Impeachment Was ‘Exactly’ What His Base Needed,Trump,neutr
229,"Senate Acquits Trump, Ending Historic Trial",Trump,pos
230,Trump’s Reality-TV State of the Union Argues for Another Season,Trump,neg
231,"Assured of Acquittal, Trump Makes Case for a Second Term",Trump,pos
232,Full Video: Democratic Response to Trump’s State of the Union Speech,Trump,neutr
233,Trump Awards Rush Limbaugh the Presidential Medal of Freedom,Trump,pos
234,Trump and Pelosi Exchange Snubs at the State of the Union Address,Trump,neg
235,Full Video: Trump’s State of the Union Speech,Trump,neutr
236,"Cruise Ship, Democrats, Academy Awards: Your Monday Briefing",Democrats,neutr
237,New York to Sue Trump Administration Over Global Entry Freeze,Trump,neg
238,"Wuhan, Trump, Oscars: Your Friday Briefing",Trump,neutr
239,"Donald Trump, Iowa Caucus, Kirk Douglas: Your Thursday Briefing",Trump,neutr
240,"Pete Buttigieg, Coronavirus, Tesla: Your Wednesday Briefing",Buttigieg,neutr
241,"Sans Gavel, Roberts Is Among 4 Justices at Trump Speech",Trump,neutr
242,"Veronica Escobar to Focus on Health Care, Guns in Spanish-Language Response to Trump",Trump,neutr
243,"Iowa Democrats Release Partial Caucus Results, but No Winner Yet",Democrats,neutr
244,"White House Excludes CNN From Trump Session, With No Protest",Trump,neutr
245,"Veronica Escobar to Focus on Health Care, Guns in Spanish-Language Response to Trump",Trump,neutr
246,Guests Help Trump Highlight State of the Union Themes,Trump,neutr
247,Bloomberg Doubles Ad Spending After Chaos of Iowa Caucuses,Bloomberg,pos
248,Diplomat Ousted and Slammed by Trump Gets Diplomacy Award,Trump,neg
249,Elizabeth Warren,Warren,unk
250,U.S. Judge Denied Trump Adviser Stone's Request for a New Trial: Filing,Trump,neutr
251,"Klobuchar's Dark-Horse Campaign Gets Fundraising Boost, but New Tests Await",Klobuchar,neutr
252,Moderate Democrats Fear Bernie Sanders Could Cost Them the House,Sanders,neg
253,Tom Steyer and Bernie Sanders Got Endorsements From Lawmakers on Their Campaigns’ Payrolls,Sanders,pos
254,"Deval Patrick, Last Black Candidate in 2020 Race, Drops Out",Patrick,neg
255,"In Wake of Impeachment, Trump Allies Boycott House Intelligence Tech Hearing",Trump,neg
256,Lawmakers Want Ivanka Trump's Women's Program to Become Law,Trump,pos
257,"U.S. Election: Klobuchar Up, Three Men Out",Klobuchar,pos
258,U.S. Presidential Candidate Bloomberg Endorsed by Three Black Lawmakers,Bloomberg,pos
259,Steyer Hires Longest-Serving SC House Lawmaker as Adviser,Steyer,neutr
260,How Amy Klobuchar Pulled Off the Big Surprise of the New Hampshire Primary,Klobuchar,pos
261,President Trump Makes Pick for Next Ambassador to Canada,Trump,neutr
262,Analysis: Sanders Win Ups Pressure on Moderates to Coalesce,Sanders,pos
263,"Angry With Trump, Most New Hampshire Democratic Primary Voters Will Back Party's Nominee 'Regardless': Edison Research",Trump,neg
264,Sanders Projected to Win the New Hampshire Democratic Primary: NBC News,Sanders,pos
265,Joe Biden Looks to South Carolina to Resurrect His Campaign,Biden,neutr
266,Bennet Ends 2020 Bid After Poor Showing in New Hampshire,Bennet,neg
267,"Yang, Who Created Buzz With Freedom Dividend, Ends 2020 Bid",Yang,neg
268,Businessman Andrew Yang Ends Eclectic Presidential Bid,Yang,neg
269,"Exit Polls: Sanders, Buttigieg, Klobuchar Locked in Tight Race for New Hampshire",Buttigieg,pos
270,Trump Wins Republican Presidential Primary in New Hampshire: Edison Research,Trump,pos
271,Trump Wants Pentagon to Review Impeachment Witness' Conduct,Trump,neutr
272,"With Trump’s Trial Over, Lawmakers Ponder How to Conduct the Next One",Trump,pos
273,Report Says Man Who Drove Into GOP Tent Didn't Like Trump,Trump,neg
274,"AP VoteCast: Young, Liberal Voters Key to Sanders’ NH Win",Sanders,pos
275,"Democrats Get the Attention, but Trump Aims to Put New Hampshire in Play",Trump,pos
276,Trump Says He Did Not Intervene in Justice Department's Handling of Roger Stone Case,Trump,neutr
277,Klobuchar Faces Tough Questioning in Case of Juvenile Lifer,Klobuchar,neg
278,Trump and Bloomberg Call Each Other Racist as 2020 Election Fight Heats Up,Trump,neg
279,"Trump, First Lady to Host State Dinner in April for Spain",Trump,neutr
280,Bloomberg Embraces Stop and Frisk in Resurfaced 2015 Audio,Bloomberg,neutr
281,Bloomberg’s Blunt Defense of Stop-and-Frisk Policy Draws Scrutiny,Bloomberg,neg
282,Nevada Democrats to Rely on Paper-Based Early Caucus Voting,Democrats,neutr
283,"Angry With Trump, Most New Hampshire Democratic Primary Voters Will Back Party's Nominee 'Regardless': Edison Research",Trump,neg
284,"AP VoteCast: Young, Liberal Voters Key to Sanders’ NH Win",Sanders,neutr
285,U.S. Justice Department Declines to Offer Court Sentencing Guidance on Trump Adviser Stone,Trump,neutr
286,Trump Says Military May Consider Discipline for Ousted Aide Vindman,Trump,neutr
287,Trump Says He Did Not Intervene in Justice Department's Handling of Roger Stone Case,Trump,neutr
288,Klobuchar Faces Tough Questioning in Case of Juvenile Lifer,Klobuchar,neg
289,"In Wake of Impeachment, Trump Allies Boycott House Intelligence Tech Hearing",Trump,neutr
290,U.S. Presidential Candidate Bloomberg Endorsed by Three Black Lawmakers,Bloomberg,pos
291,Buttigieg Lands Black South Carolina Lawmaker's Endorsement,Buttigieg,pos
292,"Bloomberg Buffeted by Recording of Him Discussing Crime, Minorities",Bloomberg,neg
293,"Trump, First Lady to Host State Dinner in April for Spain",Trump,neutr
294,Bloomberg’s Blunt Defense of Stop-and-Frisk Policy Draws Scrutiny,Bloomberg,neutr
295,"The Latest: Top Nevada Union Warns About Sanders, Warren",Warren,neg
296,Biden Heading to South Carolina Sanders Steady as New Hampshire Votes,Biden,neutr
297,11 Democrats Still in U.S. Presidential Race as New Hampshire Votes,Democrats,pos
298,"Sanders Edges Buttigieg in NH, Giving Dems 2 Front-Runners",Buttigieg,neg
299,Elizabeth Warren Is Running Her Race. The Real One May Be Passing Her By.,Warren,neutr
300,Small New Hampshire Town Votes for Bloomberg in Primary,Bloomberg,pos
301,"Sanders Narrowly Wins New Hampshire Democratic Primary, Biden Lags Badly",Sanders,pos
302,Trump Pays Tribute to 2 Soldiers Killed in Afghanistan,Trump,pos
303,Trump Budget Calls for New Nuclear Warheads and 2 Types of Missiles,Trump,neutr
304,Klobuchar Surge in New Hampshire Could Reshuffle Democratic White House Race,Klobuchar,pos
305,Sanders and Buttigieg Close Out New Hampshire Pitching Different Visions,Buttigieg,neutr
306,U.S. Seeks Prison Term of 7-9 Years for Trump's Longtime Adviser Roger Stone,Trump,neutr
307,"Trump, First Lady Will Travel to India in Late February",Trump,neutr
308,"Biden Slumps, Bloomberg Surges Nationally as Democratic Race Heats Up: Poll",Bloomberg,pos
309,"Trump, Manchin Trading Barbs as Impeachment Feud Boils Over",Trump,neg
310,"Trump Proposes Cutting Amtrak Funding, Boosting Infrastructure Spending",Trump,neutr
311,"Trump's Pentagon Budget Bolsters Nuclear Weapons, Weapons Research",Trump,neutr
312,Revolution or Realism? NH Tests Democrats' Call for Change,Democrats,neutr
313,Trump's $4.8 Trillion Budget Gets Chilly Reception From Congress,Trump,neg
314,"Texas Democrats Weighing Ballots, Bullets in 2020 Campaigns",Democrats,neutr
315,Elizabeth Warren's Challenge: Breaking Out of Murky Middle,Warren,neg
316,"Buttigieg, Sanders Campaigns Request Iowa Caucus Recanvass",Buttigieg,neutr
317,Trump's $4.8 Trillion Budget Proposal Revisits Rejected Cuts,Trump,neg
318,How the Iowa Caucuses Became an Epic Fiasco for Democrats,Democrats,neg
319,Buttigieg Edges Past Sanders in Iowa's National Delegate Race: State Party,Buttigieg,pos
320,Buttigieg on Defense as Rivals Aim to Blunt His Momentum,Buttigieg,neg
321,"Justice Dept. Reviewing Information From Giuliani on the Bidens, Graham Says",Biden,neg
322,Trump to Propose $4.8 Trillion Budget With More Border Wall Funding,Trump,neutr
323,"Trump Slashes Foreign Aid, Cuts Safety Net Programs in New Budget Proposal",Trump,neg
324,The Latest: Warren Says She's Best Positioned to Beat Trump,Trump,neutr
325,West Virginia Democrat Fires Back at Trump Criticism,Trump,neg
326,On the 2020 Trail: Sanders Blasts Buttigieg for Taking Billionaire Bucks,Sanders,neutr
327,NH Poses a Last Chance for Some Struggling 2020 Democrats,Democrats,neg
328,Biden Slashes Into Buttigieg: ‘This Guy’s Not a Barack Obama!’,Biden,neutr
329,"The Latest: Biden: First Two States Important, Not Critical",Biden,neutr
330,Biden Tells NH Democrats That Buttigieg 'Not a Barack Obama',Biden,neutr
331,"Wobbly After Iowa, Biden Confronts a Perilous Moment",Biden,neutr
332,"On the Campaign Trail: Biden Slams Buttigieg,' Guess What? He Was a Mayor'",Biden,neutr
333,Democrats on Edge After 2020 Election Season's Ragged Launch,Democrats,neg
334,"Oregon Candidate, Once a Trump Critic, Now Embraces Him",Trump,pos
335,'OUT': Trump Says He Was Right to Remove 'Insubordinate' NSC Aide,Trump,pos
336,"Post Impeachment, a Key Republican Suburban Area Rallies Around Trump",Trump,pos
337,How They Fared: Democrats Fight for Survival in New Hampshire Debate,Democrats,unk
338,Biden Tells Voters to Look to the Past. (Just Not the Last Week.),Biden,neg
339,Joe Biden Attacks Bernie Sanders’s Record on Guns,Biden,neutr
340,"Victors in Iowa, Sanders and Buttigieg Are Targets in Democratic Debate",Buttigieg,pos
341,Trump 'a Symptom of a Disease'-Quotes From the Democratic Presidential Debate,Trump,neg
